tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
fuelprices,0.4401,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
oilprices,0.3986,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
economy,0.3822,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
fuel,0.3195,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
economics,0.3108,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
politics,0.2748,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
corruption,0.2726,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
voters,0.2412,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
democracy,0.2237,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
czechs,0.2205,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
pricing,0.1538,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
government,0.1415,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
limitation,0.1391,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
price,0.1256,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
prices,0.1144,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
finance,0.1065,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
internationalrelations,0.0998,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
surprise,0.0972,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
interrupt,0.0408,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
society,0.0407,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
moment,0.0281,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
pathology,0.0100,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
break,0.0016,1.4590686442167367e-14,0.04805914972273568,0.0,0.03696857670979667,-0.4768449366092682
