tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
film,0.3120,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
movies,0.2753,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
production,0.2642,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
entertainment,0.2185,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
billions,0.1829,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
marketing,0.1606,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
awards,0.1330,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
dollars,0.1291,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
finance,0.1284,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
power,0.1132,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
animation,0.0983,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
propaganda,0.0878,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
fellowship,0.0843,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
prediction,0.0763,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
tv,0.0684,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
media,0.0633,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
fantasy,0.0526,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
mind,-0.0353,1.44683493666266e-14,0.043478260869565216,0.0,0.034161490683229816,-0.37065690755844116
