tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
poland,0.3590,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
eurocracy,0.3540,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
economy,0.3078,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
famine,0.2965,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
corruption,0.2818,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
fertilizers,0.2671,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
poverty,0.2568,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
fertilizer,0.2512,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
economics,0.2438,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
crisis,0.2401,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
gas,0.2315,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
fuel,0.2158,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
politics,0.2000,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
environmental,0.1750,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
starvation,0.1747,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
repolonization,0.1740,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
collapse,0.1725,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
energy,0.1041,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
maintenance,0.1036,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
EU,0.0733,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
media,0.0688,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
help,0.0342,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
transition,0.0213,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
followup,0.0179,9.738544256976448e-14,0.03579952267303102,0.0,0.031026252983293555,-0.39530301094055176
