tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
china,0.4431,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
China,0.4256,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
investments,0.3033,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
corruption,0.2999,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
economy,0.2742,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
finance,0.2619,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
debt,0.2579,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
government,0.2294,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
housing,0.2270,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
fraud,0.1625,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
evergrande,0.1528,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
politics,0.1412,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
authority,0.1363,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
scam,0.1313,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
satire,0.1313,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
inefficiency,0.1124,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
bubbles,0.1083,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
proprietory,0.0753,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
inequality,0.0710,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
country,0.0582,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
power,0.0571,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
prices,0.0522,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
face,0.0420,1.1297122051682884e-14,0.04227941176470588,0.0,0.03308823529411765,-0.4497983753681183
