tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
economy,0.3822,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
fuel,0.3195,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
oil,0.3140,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
elections,0.2915,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
economic,0.2899,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
politics,0.2748,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
corruption,0.2726,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
democracy,0.2237,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
europe,0.2122,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
policy,0.1763,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
hypocrisy,0.1469,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
interruption,0.1418,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
government,0.1415,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
satire,0.1195,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
excuses,0.1142,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
energy,0.1045,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
idiotic,0.0958,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
budget,0.0907,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
opinion,0.0773,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
nation,0.0506,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
message,0.0234,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
pause,0.0169,1.4942521718562425e-14,0.04066543438077634,0.0,0.03512014787430685,-0.4709838628768921
